created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,
Sat Jun 10 04:30:37 +0000 2023,HeHa Ocean View Tempat Instagramable Menikmati Senja: HeHa Ocean View tujuan destinasi buat kamu yang suka senja dan tempat foto yang instagramable. Salah satu tempat yang berlokasi di Gunung Kidul Yogyakarta. Tempat wisata Jogja ini berada di atas https://t.co/JgtZ7tITFL https://t.co/k842S7BMPq,https://pbs.twimg.com/media/FyPBQWvaIAY6lhg.jpg,in,"Yogyakarta, Indonesia",yogjocom,heha ocean view tempat instagramable menikmati senja: heha ocean view tujuan destinasi buat kamu yang suka senja dan tempat foto yang instagramable. salah satu tempat yang berlokasi di gunung kidul yogyakarta. tempat wisata jogja ini berada di atas https://t.co/jgtz7titfl https://t.co/k842s7bmpq,heha ocean view tempat instagramable menikmati senja heha ocean view tujuan destinasi buat kamu yang suka senja dan tempat foto yang instagramable salah satu tempat yang berlokasi di gunung kidul yogyakarta tempat wisata jogja ini berada di atas,heha ocean,-8.106066,110.46151,visit jogja,heha ocean view tempat instagramable menikmati senja heha ocean view tujuan destinasi buat kamu yang suka senja dan tempat foto yang instagramable salah satu tempat yang berlokasi di gunung kidul yogyakarta tempat wisata jogja ini berada di atas,heha ocean view tempat instagramable menikmati senja heha ocean view tujuan destinasi buat kamu suka senja tempat foto instagramable salah satu tempat berlokasi gunung kidul yogyakarta tempat wisata jogja berada atas,"['heha', 'ocean', 'view', 'tempat', 'instagramable', 'menikmati', 'senja', 'heha', 'ocean', 'view', 'tujuan', 'destinasi', 'buat', 'kamu', 'suka', 'senja', 'tempat', 'foto', 'instagramable', 'salah', 'satu', 'tempat', 'berlokasi', 'gunung', 'kidul', 'yogyakarta', 'tempat', 'wisata', 'jogja', 'berada', 'atas']",heha ocean view tempat instagramable nikmat senja heha ocean view tuju destinasi buat kamu suka senja tempat foto instagramable salah satu tempat lokasi gunung kidul yogyakarta tempat wisata jogja ada atas,heha Ocean View Instagramable Place Dissection Heha Ocean View Destinations For you to like Dusk Place Instagramable Photos One of the locations of Gunung Kidul Yogyakarta Yogyakarta tourist attractions Jogja is above,0.6486,Positive,
Mon Nov 27 03:33:19 +0000 2023,HeHa Sky View destinasi wisata di Jogja yang menawarkan pemandangan Kota Jogja yang memukau dari atas perbukitan! https://t.co/2qRnkIlSB2,https://pbs.twimg.com/media/F_6SEHobwAAOWDr.jpg,in,"Yogyakarta, Indonesia",detikjogja_,heha sky view destinasi wisata di jogja yang menawarkan pemandangan kota jogja yang memukau dari atas perbukitan! https://t.co/2qrnkilsb2,heha sky view destinasi wisata di jogja yang menawarkan pemandangan kota jogja yang memukau dari atas perbukitan,heha sky view,-7.849614,110.478324,visit jogja,heha sky view destinasi wisata di jogja yang menawarkan pemandangan kota jogja yang memukau dari atas perbukitan,heha sky view destinasi wisata jogja menawarkan pemandangan kota jogja memukau atas perbukitan,"['heha', 'sky', 'view', 'destinasi', 'wisata', 'jogja', 'menawarkan', 'pemandangan', 'kota', 'jogja', 'memukau', 'atas', 'perbukitan']",heha sky view destinasi wisata jogja tawar pandang kota jogja pukau atas bukit,heha Sky View Jogja Tawar Tourism Destinations in Jogja City of Bukit Jogja,0,Neutral,
Sat Jul 01 02:39:36 +0000 2023,HeHa Sky View Jogja: HTM Jam Buka dan Daya Tariknya: Jika kamu suka liburan di tempat yang instagramable kamu perlu wisata ke HeHa Sky View Jogja. Tempat wisata yang tergabung dalam HeHa Group ini menawarkan keindahan langit dan pemandangan Gunungkidul https://t.co/IorDlVy7C9 https://t.co/Xq6rE5Rwtm,https://pbs.twimg.com/media/Fz6xOzQaAAAjsRq.jpg,in,"Yogyakarta, Indonesia",yogjocom,heha sky view jogja: htm jam buka dan daya tariknya: jika kamu suka liburan di tempat yang instagramable kamu perlu wisata ke heha sky view jogja. tempat wisata yang tergabung dalam heha group ini menawarkan keindahan langit dan pemandangan gunungkidul https://t.co/iordlvy7c9 https://t.co/xq6re5rwtm,heha sky view jogja htm jam buka dan daya tariknya jika kamu suka liburan di tempat yang instagramable kamu perlu wisata ke heha sky view jogja tempat wisata yang tergabung dalam heha group ini menawarkan keindahan langit dan pemandangan gunungkidul,heha sky view,-7.849614,110.478324,visit jogja,heha sky view jogja htm jam buka dan daya tariknya jika kamu suka liburan di tempat yang instagramable kamu perlu wisata ke heha sky view jogja tempat wisata yang tergabung dalam heha group ini menawarkan keindahan langit dan pemandangan gunungkidul,heha sky view jogja htm jam buka daya tariknya kamu suka liburan tempat instagramable kamu perlu wisata heha sky view jogja tempat wisata tergabung heha group menawarkan keindahan langit pemandangan gunungkidul,"['heha', 'sky', 'view', 'jogja', 'htm', 'jam', 'buka', 'daya', 'tariknya', 'kamu', 'suka', 'liburan', 'tempat', 'instagramable', 'kamu', 'perlu', 'wisata', 'heha', 'sky', 'view', 'jogja', 'tempat', 'wisata', 'tergabung', 'heha', 'group', 'menawarkan', 'keindahan', 'langit', 'pemandangan', 'gunungkidul']",heha sky view jogja htm jam buka daya tarik kamu suka libur tempat instagramable kamu perlu wisata heha sky view jogja tempat wisata gabung heha group tawar indah langit pandang gunungkidul,Heha Sky View Jogja Htm HTM Open Attractions You like holidays Instagramable places you need a tour heha Sky View jogja tourist attractions Join heha Group Tawar Indah Langit Pandang Gunungkidul,0.8979,Positive,
Sun Apr 30 03:38:21 +0000 2023,@convomfs Heha skyview bagus kalau suka night view karena bisa lihat kota jogja. Datangnya pas malam. Heha ocean view kalau suka pantai. Dua-duanya di gunkid.,,in,erika.,riptixde,@convomfs heha skyview bagus kalau suka night view karena bisa lihat kota jogja. datangnya pas malam. heha ocean view kalau suka pantai. dua-duanya di gunkid.,heha skyview bagus kalau suka night view karena bisa lihat kota jogja datangnya pas malam heha ocean view kalau suka pantai duaduanya di gunkid,heha ocean,-8.106066,110.46151,visit jogja,heha skyview bagus kalau suka night view karena bisa lihat kota jogja datangnya pas malam heha ocean view kalau suka pantai duaduanya di gunkid,heha skyview bagus kalau suka night view bisa lihat kota jogja datangnya pas malam heha ocean view kalau suka pantai duaduanya gunkid,"['heha', 'skyview', 'bagus', 'kalau', 'suka', 'night', 'view', 'bisa', 'lihat', 'kota', 'jogja', 'datangnya', 'pas', 'malam', 'heha', 'ocean', 'view', 'kalau', 'suka', 'pantai', 'duaduanya', 'gunkid']",heha skyview bagus kalau suka night view bisa lihat kota jogja datang pas malam heha ocean view kalau suka pantai duaduanya gunkid,"heha skyview is good if you like night view, you can see the city of Jogja coming at night heha ocean view if you like the beach",0.7845,Positive,
Mon Oct 30 09:32:08 +0000 2023,@teerserat @dAsalbantani @susipudjiastuti Hehehe saya dari lahir sampai sekarang tinggal di jogja bang jadi ga usah di jelasin lah ya gempa jogja tahun 2006 (gempa daratan) gempa2 berpusat di laut (yang ini ga usah di jelasin ya seberapa banyaknya) gunung merapi meletus ,,in,"Yogyakarta, Indonesia",HoohTenan69,@teerserat @dasalbantani @susipudjiastuti hehehe saya dari lahir sampai sekarang tinggal di jogja bang jadi ga usah di jelasin lah ya gempa jogja tahun 2006 (gempa daratan) gempa2 berpusat di laut (yang ini ga usah di jelasin ya seberapa banyaknya) gunung merapi meletus ,hehehe saya dari lahir sampai sekarang tinggal di jogja bang jadi ga usah di jelasin lah ya gempa jogja tahun  gempa daratan gempa berpusat di laut yang ini ga usah di jelasin ya seberapa banyaknya gunung merapi meletus,gunung merapi,-7.540716,110.445723,visit jogja,hehehe saya dari lahir sampai sekarang tinggal di jogja bang jadi ga usah di jelasin lah ya gempa jogja tahun  gempa daratan gempa berpusat di laut yang ini ga usah di jelasin ya seberapa banyaknya gunung merapi meletus,hehehe dari lahir sekarang tinggal jogja bang jadi ga usah jelasin lah gempa jogja tahun  gempa daratan gempa berpusat laut ini ga usah jelasin seberapa banyaknya gunung merapi meletus,"['hehehe', 'dari', 'lahir', 'sekarang', 'tinggal', 'jogja', 'bang', 'jadi', 'ga', 'usah', 'jelasin', 'lah', 'gempa', 'jogja', 'tahun', 'gempa', 'daratan', 'gempa', 'berpusat', 'laut', 'ini', 'ga', 'usah', 'jelasin', 'seberapa', 'banyaknya', 'gunung', 'merapi', 'meletus']",hehehe dari lahir sekarang tinggal jogja bang jadi ga usah jelasin lah gempa jogja tahun gempa darat gempa pusat laut ini ga usah jelasin berapa banyak gunung merapi letus,hehehe from birth now lives jogja bang so there is no need to explain the earthquake of jogja year earthquake earthquake this sea center does not need to explain how much Mount Merapi letus,-0.3535,Negative,
Thu May 11 09:13:36 +0000 2023,@investorgabut Heyyy tidak usah pada bertengkar kalian ga tau juga kan jangan2 itu ibunya aja yg pgen ikut pengen seklian liburan ke jogja ke malioboro atau kaliurang misal beli jadah tempe ,,in,Daerah Istimewa Yogyakarta,zhdsykrn,@investorgabut heyyy tidak usah pada bertengkar kalian ga tau juga kan jangan2 itu ibunya aja yg pgen ikut pengen seklian liburan ke jogja ke malioboro atau kaliurang misal beli jadah tempe ,heyyy tidak usah pada bertengkar kalian ga tau juga kan jangan itu ibunya aja yg pgen ikut pengen seklian liburan ke jogja ke malioboro atau kaliurang misal beli jadah tempe,malioboro,-7.792646,110.365871,dinpar diy 2023,heyyy tidak usah pada bertengkar kalian ga tau juga kan jangan itu ibunya aja yang pgen ikut pengen seklian liburan ke jogja ke malioboro atau kaliurang misal beli jadah tempe,heyyy usah bertengkar kalian ga tau kan jangan ibunya aja yg pgen ikut pengen seklian liburan jogja malioboro kaliurang misal beli jadah tempe,"['heyyy', 'usah', 'bertengkar', 'kalian', 'ga', 'tau', 'kan', 'jangan', 'ibunya', 'aja', 'yg', 'pgen', 'ikut', 'pengen', 'seklian', 'liburan', 'jogja', 'malioboro', 'kaliurang', 'misal', 'beli', 'jadah', 'tempe']",heyyy usah tengkar kalian ga tau kan jangan ibu aja yg pgen ikut ken seklian libur jogja malioboro kaliurang misal beli jadah tempe,"heyyy, you need to be a prone, you don't know, don't you, don't you, who are pgen, you will join the jogja malioboro kaliurang holiday, for example, buy tempeh",0.5994,Positive,
Sat Feb 25 10:55:37 +0000 2023,@tanyarlfes hi sender! kemarin aku habis dari jogja bareng anakku yang umur 5 tahun sama suamiku. ke gembira loka obelix hills taman karang pramuka pantai parangtritis sih. sama kebetulan aku nginep di villa yang dia ada kudanya jadi kita juga berkuda!,,in,,pingachm,@tanyarlfes hi sender! kemarin aku habis dari jogja bareng anakku yang umur 5 tahun sama suamiku. ke gembira loka obelix hills taman karang pramuka pantai parangtritis sih. sama kebetulan aku nginep di villa yang dia ada kudanya jadi kita juga berkuda!,hi sender kemarin aku habis dari jogja bareng anakku yang umur  tahun sama suamiku ke gembira loka obelix hills taman karang pramuka pantai parangtritis sih sama kebetulan aku nginep di villa yang dia ada kudanya jadi kita juga berkuda,obelix hills,-7.806309,110.518469,dinpar diy 2023,hi sender kemarin aku habis dari jogja bareng anakku yang umur  tahun sama suamiku ke gembira loka obelix hills taman karang pramuka pantai parangtritis sih sama kebetulan aku nginep di villa yang dia ada kudanya jadi kita juga berkuda,hi sender kemarin aku habis jogja bareng anakku umur  tahun sama suamiku gembira loka obelix hills taman karang pramuka pantai parangtritis sih sama kebetulan aku nginep villa dia kudanya jadi juga berkuda,"['hi', 'sender', 'kemarin', 'aku', 'habis', 'jogja', 'bareng', 'anakku', 'umur', 'tahun', 'sama', 'suamiku', 'gembira', 'loka', 'obelix', 'hills', 'taman', 'karang', 'pramuka', 'pantai', 'parangtritis', 'sih', 'sama', 'kebetulan', 'aku', 'nginep', 'villa', 'dia', 'kudanya', 'jadi', 'juga', 'berkuda']",hi sender kemarin aku habis jogja bareng anak umur tahun sama suami gembira loka obelix hills taman karang pramuka pantai parangtritis sih sama betul aku nginep villa dia kuda jadi juga kuda,"Hi Sender yesterday I finished jogja with a year -old child with a happy husband Loka Obelix Hills Taman Karang Scout Parangtritis Beach, I was just one of the villas, so he was a horse.",0.5719,Positive,
Mon Jan 23 13:24:34 +0000 2023,Hidden gem jogja letak sebelahan sama Pantai Mesra Gunung kidul. Untuk view okelah dan bisa melipir ke pantai Mesra karena sebelahan. Untuk makanan standart minumannya okelah. Tapi jujurly kalo viewnya emang keren sih. https://t.co/saNB6M2ry6,https://pbs.twimg.com/media/FnKQBsoacAAJ1sH.jpg,in,Sopran 2 @GWGChoir UPN SBY,mandakimi,hidden gem jogja letak sebelahan sama pantai mesra gunung kidul. untuk view okelah dan bisa melipir ke pantai mesra karena sebelahan. untuk makanan standart minumannya okelah. tapi jujurly kalo viewnya emang keren sih. https://t.co/sanb6m2ry6,hidden gem jogja letak sebelahan sama pantai mesra gunung kidul untuk view okelah dan bisa melipir ke pantai mesra karena sebelahan untuk makanan standart minumannya okelah tapi jujurly kalo viewnya emang keren sih,pantai mesra,-8.132765,110.553513,visit jogja,hidden gem jogja letak sebelahan sama pantai mesra gunung kidul untuk view okelah dan bisa melipir ke pantai mesra karena sebelahan untuk makanan standart minumannya okelah tapi jujurly kalo viewnya emang keren sih,hidden gem jogja letak sebelahan sama pantai mesra gunung kidul view okelah bisa melipir pantai mesra sebelahan makanan standart minumannya okelah jujurly kalo viewnya emang keren sih,"['hidden', 'gem', 'jogja', 'letak', 'sebelahan', 'sama', 'pantai', 'mesra', 'gunung', 'kidul', 'view', 'okelah', 'bisa', 'melipir', 'pantai', 'mesra', 'sebelahan', 'makanan', 'standart', 'minumannya', 'okelah', 'jujurly', 'kalo', 'viewnya', 'emang', 'keren', 'sih']",hidden gem jogja letak belah sama pantai mesra gunung kidul view oke bisa melipir pantai mesra belah makan standart minum oke jujurly kalo viewnya emang keren sih,"Hidden Gem Jogja Located with the intimate beach of Gunung Kidul View okay, you can get the intimate beach to eat the standard, okay, honestly, if the view is cool",0.7964,Positive,
Mon Mar 27 20:12:03 +0000 2023,Hidden Gem pantai di gunung kidul : Pantai Ngrawah : @dediarmando_ #explore #explorepage #explorejogja #explorer #exploremore #wonderful_places #wonderfulindonesia #wonderfujogja #like #yogyakarta #yogyakartaistimewa #jogja https://t.co/Lc1ZaFCvBx,https://pbs.twimg.com/ext_tw_video_thumb/1640446496092073984/pu/img/DjJAh1XgiLPlGoPg.jpg,in,Daerah Istimewa Yogyakarta,info_jogja24,hidden gem pantai di gunung kidul : pantai ngrawah : @dediarmando_ #explore #explorepage #explorejogja #explorer #exploremore #wonderful_places #wonderfulindonesia #wonderfujogja #like #yogyakarta #yogyakartaistimewa #jogja https://t.co/lc1zafcvbx,hidden gem pantai di gunung kidul  pantai ngrawah        places,pantai ngrawah,-8.125082,110.520203,visit jogja,hidden gem pantai di gunung kidul  pantai ngrawah        places,hidden gem pantai gunung kidul  pantai ngrawah        places,"['hidden', 'gem', 'pantai', 'gunung', 'kidul', 'pantai', 'ngrawah', 'places']",hidden gem pantai gunung kidul pantai ngrawah places,Hidden Gem Pantai Gunung Kidul Ngrawah Beach Places,0,Neutral,
Thu Aug 24 06:31:27 +0000 2023,Hidup lagi capek-capeknya coba yuk healing ke salah satu pantai yang ada di DI Yogyakarta salah satunya Pantai Watu Kodok. Gimana nih? Siap healing ke Pantai Watu Kodok di Jogja? https://t.co/HdbmYJ6wMw,,in,"Jakarta Capital Region, Indone",netralnews,hidup lagi capek-capeknya coba yuk healing ke salah satu pantai yang ada di di yogyakarta salah satunya pantai watu kodok. gimana nih? siap healing ke pantai watu kodok di jogja? https://t.co/hdbmyj6wmw,hidup lagi capekcapeknya coba yuk healing ke salah satu pantai yang ada di di yogyakarta salah satunya pantai watu kodok gimana nih siap healing ke pantai watu kodok di jogja,pantai watu kodok,-8.136983,110.574152,visit jogja,hidup lagi capekcapeknya coba yuk healing ke salah satu pantai yang ada di di yogyakarta salah satunya pantai watu kodok gimana nih siap healing ke pantai watu kodok di jogja,hidup capekcapeknya coba yuk healing salah satu pantai ada yogyakarta salah satunya pantai watu kodok gimana nih siap healing pantai watu kodok di jogja,"['hidup', 'capekcapeknya', 'coba', 'yuk', 'healing', 'salah', 'satu', 'pantai', 'ada', 'yogyakarta', 'salah', 'satunya', 'pantai', 'watu', 'kodok', 'gimana', 'nih', 'siap', 'healing', 'pantai', 'watu', 'kodok', 'di', 'jogja']",hidup capekcapeknya coba yuk healing salah satu pantai ada yogyakarta salah satu pantai watu kodok gimana nih siap healing pantai watu kodok di jogja,"Live the tapekcapek, try healing one of the beaches, there is one of Yogyakarta, one of the beaches of Watu Kodok, how about healing, Watu Kodok beach in Jogja",0,Neutral,
Fri Apr 28 12:33:03 +0000 2023,Hilang di Pantai Parangtritis Warga Subang Ditemukan Meninggal https://t.co/nZDzN8uLQs,,in,"Yogyakarta, Indonesia",IDNTimesJogja,hilang di pantai parangtritis warga subang ditemukan meninggal https://t.co/nzdzn8ulqs,hilang di pantai parangtritis warga subang ditemukan meninggal,pantai parangtritis,-8.024608,110.329804,visit jogja,hilang di pantai parangtritis warga subang ditemukan meninggal,hilang pantai parangtritis warga subang ditemukan meninggal,"['hilang', 'pantai', 'parangtritis', 'warga', 'subang', 'ditemukan', 'meninggal']",hilang pantai parangtritis warga subang temu tinggal,"Lost Parangtritis Beach, a resident of Subang Temu, live",-0.3182,Negative,
Wed Jun 28 16:31:32 +0000 2023,Hiseng ngayuh ojek dari pantai Parangtritis ke pasar Birmingham Jogja cuma karena kepengen makan gethuk dan ongol-ongol viral milik Nyi Blorong. @SaviorJAEYUN,,in,,Duciles,hiseng ngayuh ojek dari pantai parangtritis ke pasar birmingham jogja cuma karena kepengen makan gethuk dan ongol-ongol viral milik nyi blorong. @saviorjaeyun,hiseng ngayuh ojek dari pantai parangtritis ke pasar birmingham jogja cuma karena kepengen makan gethuk dan ongolongol viral milik nyi blorong,pantai parangtritis,-8.024608,110.329804,visit jogja,hiseng ngayuh ojek dari pantai parangtritis ke pasar birmingham jogja cuma karena kepengen makan gethuk dan ongolongol viral milik nyi blorong,hiseng ngayuh ojek pantai parangtritis pasar birmingham jogja cuma kepengen makan gethuk ongolongol viral milik nyi blorong,"['hiseng', 'ngayuh', 'ojek', 'pantai', 'parangtritis', 'pasar', 'birmingham', 'jogja', 'cuma', 'kepengen', 'makan', 'gethuk', 'ongolongol', 'viral', 'milik', 'nyi', 'blorong']",hiseng ngayuh ojek pantai parangtritis pasar birmingham jogja cuma ken makan gethuk ongolongol viral milik nyi blorong,Hiseng swinging the motorcycle taxi beach Parangtritis Pasar Birmingham Jogja is only Ken Eating Gethuk Ongolitol Viral owned by Nyi Blorong,0,Neutral,
