created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader
Wed Jan 11 11:59:36 +0000 2023,Mahasiswa UIN Sunan Kalijaga Jogja mengaku mengikuti burung dan tersesat sampai ke Gunung Merapi. Ia meninggalkan sepeda motornya di sebuah warung makan di Umbulharjo Cangkringan Sleman sejak Senin (9/1/2023). https://t.co/XiAX0UZwpz,https://pbs.twimg.com/media/FmMJiq-akAEA1IL.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,mahasiswa uin sunan kalijaga jogja mengaku mengikuti burung dan tersesat sampai ke gunung merapi. ia meninggalkan sepeda motornya di sebuah warung makan di umbulharjo cangkringan sleman sejak senin (9/1/2023). https://t.co/xiax0uzwpz,mahasiswa uin sunan kalijaga jogja mengaku mengikuti burung dan tersesat sampai ke gunung merapi ia meninggalkan sepeda motornya di sebuah warung makan di umbulharjo cangkringan sleman sejak senin,gunung merapi,-7.540716,110.445723,visit jogja,mahasiswa uin sunan kalijaga jogja mengaku mengikuti burung dan tersesat sampai ke gunung merapi ia meninggalkan sepeda motornya di sebuah warung makan di umbulharjo cangkringan sleman sejak senin,mahasiswa uin sunan kalijaga jogja mengaku mengikuti burung tersesat ke gunung merapi meninggalkan sepeda motornya sebuah warung makan umbulharjo cangkringan sleman sejak senin,"['mahasiswa', 'uin', 'sunan', 'kalijaga', 'jogja', 'mengaku', 'mengikuti', 'burung', 'tersesat', 'ke', 'gunung', 'merapi', 'meninggalkan', 'sepeda', 'motornya', 'sebuah', 'warung', 'makan', 'umbulharjo', 'cangkringan', 'sleman', 'sejak', 'senin']",mahasiswa uin sunan kalijaga jogja aku ikut burung sesat ke gunung merapi tinggal sepeda motor buah warung makan umbulharjo cangkring sleman sejak senin,UIN Sunan Kalijaga Jogja students claimed to follow the birds and get lost to Mount Merapi he left his motorcycle at a food stall at Umbulharjo Cangkringan Sleman since Monday,-0.4767,negatif
Mon Oct 09 18:21:14 +0000 2023,Makam Kuno Muncul Saat Waduk Sermo Surut https://t.co/hkmkqhABBs,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,makam kuno muncul saat waduk sermo surut https://t.co/hkmkqhabbs,makam kuno muncul saat waduk sermo surut,waduk sermo,-7.822714,110.108505,dinpar diy 2023,makam kuno muncul saat waduk sermo surut,makam kuno muncul waduk sermo surut,"['makam', 'kuno', 'muncul', 'waduk', 'sermo', 'surut']",makam kuno muncul waduk sermo surut,ancient tombs emerged when the Sermo reservoir receded,0,netral
Tue Apr 18 18:04:38 +0000 2023,Malioboro Dan Kota Yogyakarta Di Malam Hari Saat Ramadhan | Wisata Jogja TerbaruÃƒâ€šÃ‚Â 2023 https://t.co/zYDljg0pOM,,in,,HunwicksJohn,malioboro dan kota yogyakarta di malam hari saat ramadhan | wisata jogja terbaruÃƒâ€šÃ‚Â 2023 https://t.co/zydljg0pom,malioboro dan kota yogyakarta di malam hari saat ramadhan  wisata jogja terbaru,malioboro,-7.792646,110.365871,dinpar diy 2023,malioboro dan kota yogyakarta di malam hari saat ramadhan  wisata jogja terbaru,malioboro kota yogyakarta malam hari ramadhan  wisata jogja terbaru,"['malioboro', 'kota', 'yogyakarta', 'malam', 'hari', 'ramadhan', 'wisata', 'jogja', 'terbaru']",malioboro kota yogyakarta malam hari ramadhan wisata jogja baru,Malioboro and Yogyakarta City at night during the latest Jogja Tourism Ramadan,0,netral
Wed Jan 18 06:51:20 +0000 2023,Malioboro tempat yang wajib dikunjungi ketika pergi ke Jogja T : Jogja Malioboro Gudeg Kota Sejarah Wisata Kuliner https://t.co/KXKcvqVWmh,,in,,LovaAzzahra,malioboro tempat yang wajib dikunjungi ketika pergi ke jogja t : jogja malioboro gudeg kota sejarah wisata kuliner https://t.co/kxkcvqvwmh,malioboro tempat yang wajib dikunjungi ketika pergi ke jogja t  jogja malioboro gudeg kota sejarah wisata kuliner,malioboro,-7.792646,110.365871,dinpar diy 2023,malioboro tempat yang wajib dikunjungi ketika pergi ke jogja t  jogja malioboro gudeg kota sejarah wisata kuliner,malioboro tempat wajib dikunjungi pergi jogja t  jogja malioboro gudeg kota sejarah wisata kuliner,"['malioboro', 'tempat', 'wajib', 'dikunjungi', 'pergi', 'jogja', 't', 'jogja', 'malioboro', 'gudeg', 'kota', 'sejarah', 'wisata', 'kuliner']",malioboro tempat wajib kunjung pergi jogja t jogja malioboro gudeg kota sejarah wisata kuliner,Malioboro a must -visit place when going to Jogja T Jogja Malioboro Gudeg City History of Culinary Tourism,0,netral
Fri Jul 28 08:02:34 +0000 2023,Malioboro Yogyakarta: Wisata Jalan Jalan di Pusat Kota Jogja: Berbicara soal Yogyakarta para penggemar tour Jogja pasti sudah tidak asing dengan salah satu ikon kota ini yaitu Malioboro Jogja. Malioboro menjadi ikon Kota Yogyakarta yang menjadi magnet https://t.co/68OS1kRuqt https://t.co/AKcbVt3MVV,https://pbs.twimg.com/media/F2G-FD8aIAEc54S.png,in,"Yogyakarta, Indonesia",yogjocom,malioboro yogyakarta: wisata jalan jalan di pusat kota jogja: berbicara soal yogyakarta para penggemar tour jogja pasti sudah tidak asing dengan salah satu ikon kota ini yaitu malioboro jogja. malioboro menjadi ikon kota yogyakarta yang menjadi magnet https://t.co/68os1kruqt https://t.co/akcbvt3mvv,malioboro yogyakarta wisata jalan jalan di pusat kota jogja berbicara soal yogyakarta para penggemar tour jogja pasti sudah tidak asing dengan salah satu ikon kota ini yaitu malioboro jogja malioboro menjadi ikon kota yogyakarta yang menjadi magnet,malioboro,-7.792646,110.365871,dinpar diy 2023,malioboro yogyakarta wisata jalan jalan di pusat kota jogja berbicara soal yogyakarta para penggemar tour jogja pasti sudah tidak asing dengan salah satu ikon kota ini yaitu malioboro jogja malioboro menjadi ikon kota yogyakarta yang menjadi magnet,malioboro yogyakarta wisata jalan jalan pusat kota jogja berbicara soal yogyakarta penggemar tour jogja sudah asing salah satu ikon kota yaitu malioboro jogja malioboro menjadi ikon kota yogyakarta menjadi magnet,"['malioboro', 'yogyakarta', 'wisata', 'jalan', 'jalan', 'pusat', 'kota', 'jogja', 'berbicara', 'soal', 'yogyakarta', 'penggemar', 'tour', 'jogja', 'sudah', 'asing', 'salah', 'satu', 'ikon', 'kota', 'yaitu', 'malioboro', 'jogja', 'malioboro', 'menjadi', 'ikon', 'kota', 'yogyakarta', 'menjadi', 'magnet']",malioboro yogyakarta wisata jalan jalan pusat kota jogja bicara soal yogyakarta gemar tour jogja sudah asing salah satu ikon kota yaitu malioboro jogja malioboro jadi ikon kota yogyakarta jadi magnet,"Malioboro Yogyakarta Road Tourism Touring in the city center of Jogja talks about Yogyakarta Tour Jogja fans must be familiar with one of the icons of this city, Malioboro Jogja Malioboro, is an icon of the city of Yogyakarta which is a magnet",0,netral
Mon Sep 04 09:54:50 +0000 2023,mas juga tinggal di klaten tapi plosok alias desanya pas di kaki gunung merapi. lebih deket ke sleman (jogja) ketimbang klaten kota. gue pernah lewat sana dan sering dikirimin pap mas juga tapi rumahnya doi beneran di tengah hutan dibilang plosok ga jg soalnya deket sm sleman,,in,plat H-AA,cigsaftrseggs,mas juga tinggal di klaten tapi plosok alias desanya pas di kaki gunung merapi. lebih deket ke sleman (jogja) ketimbang klaten kota. gue pernah lewat sana dan sering dikirimin pap mas juga tapi rumahnya doi beneran di tengah hutan dibilang plosok ga jg soalnya deket sm sleman,mas juga tinggal di klaten tapi plosok alias desanya pas di kaki gunung merapi lebih deket ke sleman jogja ketimbang klaten kota gue pernah lewat sana dan sering dikirimin pap mas juga tapi rumahnya doi beneran di tengah hutan dibilang plosok ga jg soalnya deket sm sleman,gunung merapi,-7.540716,110.445723,visit jogja,mas juga tinggal di klaten tapi plosok alias desanya pas di kaki gunung merapi lebih deket ke sleman jogja ketimbang klaten kota gue pernah lewat sana dan sering dikirimin pap mas juga tapi rumahnya doi beneran di tengah hutan dibilang plosok ga juga soalnya deket sm sleman,mas tinggal klaten plosok alias desanya pas kaki gunung merapi lebih deket sleman jogja ketimbang klaten kota gue pernah lewat sana sering dikirimin pap mas tapi rumahnya doi beneran tengah hutan dibilang plosok ga soalnya deket sm sleman,"['mas', 'tinggal', 'klaten', 'plosok', 'alias', 'desanya', 'pas', 'kaki', 'gunung', 'merapi', 'lebih', 'deket', 'sleman', 'jogja', 'ketimbang', 'klaten', 'kota', 'gue', 'pernah', 'lewat', 'sana', 'sering', 'dikirimin', 'pap', 'mas', 'tapi', 'rumahnya', 'doi', 'beneran', 'tengah', 'hutan', 'dibilang', 'plosok', 'ga', 'soalnya', 'deket', 'sm', 'sleman']",mas tinggal klaten plosok alias desa pas kaki gunung merapi lebih deket sleman jogja ketimbang klaten kota gue pernah lewat sana sering dikirimin pap mas tapi rumah doi beneran tengah hutan bilang plosok ga soal deket sm sleman,"Mas also lives in Klaten but Plosok alias his village right at the foot of Mount Merapi is closer to Sleman Jogja rather than Klaten the city I have passed there and often sent Pap Mas too, but his house is really in the middle of the forest, it is said to be a plosok or not because it is close to SM Sleman",0,netral
Mon Dec 04 15:01:23 +0000 2023,Masih banyak yg ngk tau yg meletus sekrang itu gunung marapi gunung api di sumatera barat sedangkan gunung merapi itu di jogja letaknya.,,in,,dks_e12,masih banyak yg ngk tau yg meletus sekrang itu gunung marapi gunung api di sumatera barat sedangkan gunung merapi itu di jogja letaknya.,masih banyak yg ngk tau yg meletus sekrang itu gunung marapi gunung api di sumatera barat sedangkan gunung merapi itu di jogja letaknya,gunung merapi,-7.540716,110.445723,visit jogja,masih banyak yang ngk tau yang meletus sekrang itu gunung marapi gunung api di sumatera barat sedangkan gunung merapi itu di jogja letaknya,banyak ngk tau meletus sekrang gunung marapi gunung api sumatera barat gunung merapi di jogja letaknya,"['banyak', 'ngk', 'tau', 'meletus', 'sekrang', 'gunung', 'marapi', 'gunung', 'api', 'sumatera', 'barat', 'gunung', 'merapi', 'di', 'jogja', 'letaknya']",banyak ngk tau letus sekrang gunung marapi gunung api sumatera barat gunung merapi di jogja letak,There are still many who don't know what erupted now is Mount Marapi Gunung Api in West Sumatra while Mount Merapi in Jogja is located,0,netral
Fri Nov 10 14:12:16 +0000 2023,Masjid Jogokariyan Obyek Wisata Religi Pusat Kota Jogja Bisa Ditempuh dari Malioboro 10 Menit https://t.co/AHCFXyTYjG,,in,"Lumajang, Indonesia",kelumajangcom,masjid jogokariyan obyek wisata religi pusat kota jogja bisa ditempuh dari malioboro 10 menit https://t.co/ahcfxytyjg,masjid jogokariyan obyek wisata religi pusat kota jogja bisa ditempuh dari malioboro  menit,malioboro,-7.792646,110.365871,dinpar diy 2023,masjid jogokariyan obyek wisata religi pusat kota jogja bisa ditempuh dari malioboro  menit,masjid jogokariyan obyek wisata religi pusat kota jogja ditempuh malioboro  menit,"['masjid', 'jogokariyan', 'obyek', 'wisata', 'religi', 'pusat', 'kota', 'jogja', 'ditempuh', 'malioboro', 'menit']",masjid jogokariyan obyek wisata religi pusat kota jogja tempuh malioboro menit,Jogokariyan Mosque Religious Tourism Object Downt Jogja can be reached from Malioboro minutes,0.1027,positif
Wed Apr 19 16:30:03 +0000 2023,Masjid Pathok Negara Mlangi Tempat Bersejarah Kini Jadi Wisata Religi https://t.co/d9Zq9dRlTd #beritajogja #jogja #jogjaistimewa https://t.co/SBGQHz85Vg,https://pbs.twimg.com/media/FuFzQAcaAAANvSB.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,masjid pathok negara mlangi tempat bersejarah kini jadi wisata religi https://t.co/d9zq9drltd #beritajogja #jogja #jogjaistimewa https://t.co/sbgqhz85vg,masjid pathok negara mlangi tempat bersejarah kini jadi wisata religi,mlangi,-7.76337,110.337592,dinpar diy 2023,masjid pathok negara mlangi tempat bersejarah kini jadi wisata religi,masjid pathok negara mlangi tempat bersejarah kini jadi wisata religi,"['masjid', 'pathok', 'negara', 'mlangi', 'tempat', 'bersejarah', 'kini', 'jadi', 'wisata', 'religi']",masjid pathok negara mlangi tempat sejarah kini jadi wisata religi,Pathok Mosque State Mlangi Historical places are now religious tourism,0,netral
Wed Aug 16 11:21:06 +0000 2023,Masyarakat Diminta untuk Tidak Merayakan Hari Kemerdekaan di Puncak Gunung Merapi #beritajogja #jogja #jogjaistimewa https://t.co/JoKjhTYd7F https://t.co/aG1P3BOFqc,https://pbs.twimg.com/media/F3phukyaoAAWSPz.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,masyarakat diminta untuk tidak merayakan hari kemerdekaan di puncak gunung merapi #beritajogja #jogja #jogjaistimewa https://t.co/jokjhtyd7f https://t.co/ag1p3bofqc,masyarakat diminta untuk tidak merayakan hari kemerdekaan di puncak gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,masyarakat diminta untuk tidak merayakan hari kemerdekaan di puncak gunung merapi,masyarakat diminta tidak merayakan hari kemerdekaan puncak gunung merapi,"['masyarakat', 'diminta', 'tidak', 'merayakan', 'hari', 'kemerdekaan', 'puncak', 'gunung', 'merapi']",masyarakat minta tidak raya hari merdeka puncak gunung merapi,people are asked not to celebrate Independence Day at the peak of Mount Merapi,-0.4585,negatif
Fri Feb 10 05:21:02 +0000 2023,Mayat Pria asal Banguntapan Ditemukan di Gumuk Pasir Pantai Parangtritis https://t.co/Hs5EbCTRXQ #beritajogja #jogja #jogjaistimewa https://t.co/s9NAFfRWnF,https://pbs.twimg.com/media/FolOA8ZaUAAt0D0.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,mayat pria asal banguntapan ditemukan di gumuk pasir pantai parangtritis https://t.co/hs5ebctrxq #beritajogja #jogja #jogjaistimewa https://t.co/s9naffrwnf,mayat pria asal banguntapan ditemukan di gumuk pasir pantai parangtritis,pantai parangtritis,-8.024608,110.329804,visit jogja,mayat pria asal banguntapan ditemukan di gumuk pasir pantai parangtritis,mayat pria asal banguntapan ditemukan gumuk pasir pantai parangtritis,"['mayat', 'pria', 'asal', 'banguntapan', 'ditemukan', 'gumuk', 'pasir', 'pantai', 'parangtritis']",mayat pria asal banguntapan temu gumuk pasir pantai parangtritis,The body of a man from Banguntapan was found in the sand dune of Parangtritis beach,0,netral
Sat Aug 12 11:02:46 +0000 2023,Mencoba explore jogja lagi..wkw Lok : embung tambakboyo https://t.co/MJ4AbPvLHy,https://pbs.twimg.com/media/F3U3JdwbIAAgKZC.jpg,in,"Malang, Jawa Timur",Khamilaaaaa,mencoba explore jogja lagi..wkw lok : embung tambakboyo https://t.co/mj4abpvlhy,mencoba explore jogja lagiwkw lok  embung tambakboyo,embung tambakboyo,-7.756227,110.415013,visit jogja,mencoba explore jogja lagiwkw lok  embung tambakboyo,mencoba explore jogja lagiwkw lok  embung tambakboyo,"['mencoba', 'explore', 'jogja', 'lagiwkw', 'lok', 'embung', 'tambakboyo']",coba explore jogja lagiwkw lok embung tambakboyo,"Try to explore jogja again, lok reservoir tambakboyo",0,netral
Fri Sep 08 09:32:38 +0000 2023,Mengenal Bukit Teletubbies Tempat Favorit Wisatawan Gunung Bromo #BukitTeletubbies #BukitTeletubbiesBromo #WisataGunungBromo #GunungBromo https://t.co/B0dkXcfD20,,in,Yogyakarta,republikajogja,mengenal bukit teletubbies tempat favorit wisatawan gunung bromo #bukitteletubbies #bukitteletubbiesbromo #wisatagunungbromo #gunungbromo https://t.co/b0dkxcfd20,mengenal bukit teletubbies tempat favorit wisatawan gunung bromo,bukit teletubbies,-7.817981,110.511868,dinpar diy 2023,mengenal bukit teletubbies tempat favorit wisatawan gunung bromo,mengenal bukit teletubbies tempat favorit wisatawan gunung bromo,"['mengenal', 'bukit', 'teletubbies', 'tempat', 'favorit', 'wisatawan', 'gunung', 'bromo']",kenal bukit teletubbies tempat favorit wisatawan gunung bromo,"Get to know the Teletubbies hill, the favorite place for Mount Bromo tourists",0.4588,positif
Tue Sep 19 12:52:50 +0000 2023,Mengenal Kalikuning di Geopark Jogja dan 3 Tahapan Pembentukan Gunung Merapi https://t.co/bJ23e29JVZ,,in,Indonesia,kabarlhk,mengenal kalikuning di geopark jogja dan 3 tahapan pembentukan gunung merapi https://t.co/bj23e29jvz,mengenal kalikuning di geopark jogja dan  tahapan pembentukan gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,mengenal kalikuning di geopark jogja dan  tahapan pembentukan gunung merapi,mengenal kalikuning geopark jogja  tahapan pembentukan gunung merapi,"['mengenal', 'kalikuning', 'geopark', 'jogja', 'tahapan', 'pembentukan', 'gunung', 'merapi']",kenal kalikuning geopark jogja tahap bentuk gunung merapi,Get to know Kalikuning in Geopark Jogja and the stages of the formation of Mount Merapi,0,netral
Wed Dec 20 15:01:14 +0000 2023,Menurut Walhi masuknya Raffi Ahmad sebagai investor di pantai Krakal tidak dapat dilepaskan dari peran Pemkab Gunungkidul. Pemkab Gunungkidul mengimbau warga agar tidak menjual tanahnya ke investor dari luar Gunungkidul.,,in,"Yogyakarta, Indonesia",Harian_Jogja,menurut walhi masuknya raffi ahmad sebagai investor di pantai krakal tidak dapat dilepaskan dari peran pemkab gunungkidul. pemkab gunungkidul mengimbau warga agar tidak menjual tanahnya ke investor dari luar gunungkidul.,menurut walhi masuknya raffi ahmad sebagai investor di pantai krakal tidak dapat dilepaskan dari peran pemkab gunungkidul pemkab gunungkidul mengimbau warga agar tidak menjual tanahnya ke investor dari luar gunungkidul,pantai krakal,-8.145102,110.598801,visit jogja,menurut walhi masuknya raffi ahmad sebagai investor di pantai krakal tidak dapat dilepaskan dari peran pemkab gunungkidul pemkab gunungkidul mengimbau warga agar tidak menjual tanahnya ke investor dari luar gunungkidul,walhi masuknya raffi ahmad investor pantai krakal dapat dilepaskan peran pemkab gunungkidul pemkab gunungkidul mengimbau warga tidak menjual tanahnya investor luar gunungkidul,"['walhi', 'masuknya', 'raffi', 'ahmad', 'investor', 'pantai', 'krakal', 'dapat', 'dilepaskan', 'peran', 'pemkab', 'gunungkidul', 'pemkab', 'gunungkidul', 'mengimbau', 'warga', 'tidak', 'menjual', 'tanahnya', 'investor', 'luar', 'gunungkidul']",walhi masuk raffi ahmad investor pantai krakal dapat lepas peran pemkab gunungkidul pemkab gunungkidul imbau warga tidak jual tanah investor luar gunungkidul,"According to Walhi the entry of Raffi Ahmad as an investor on Krakal Beach cannot be separated from the role of the Gunungkidul Regency Government of Gunungkidul Regency, urged residents not to sell their land to investors from outside Gunungkidul",0,netral
Tue Sep 26 14:08:43 +0000 2023,Merapi Dari beberapa sisi... 1. Srunen 2. Grojogan Watu Purbo 3. Jurang jero 4. Spot timbangan tebu Ambarketawang gamping 5. Pasar sapi Gamping 6. Gardu pandang kaliurang 7. Nawang jagad Kaliurang 8. Rest Area Ketep magelang 9. Simpang PB VI Selo Boyolali (Ngesti.jogja) https://t.co/9mF5B73YEd,https://pbs.twimg.com/ext_tw_video_thumb/1706671975496826880/pu/img/VzROMc7otaefXZTP.jpg,in,"Yogyakarta, Indonesia",merapi_uncover,merapi dari beberapa sisi... 1. srunen 2. grojogan watu purbo 3. jurang jero 4. spot timbangan tebu ambarketawang gamping 5. pasar sapi gamping 6. gardu pandang kaliurang 7. nawang jagad kaliurang 8. rest area ketep magelang 9. simpang pb vi selo boyolali (ngesti.jogja) https://t.co/9mf5b73yed,merapi dari beberapa sisi  srunen  grojogan watu purbo  jurang jero  spot timbangan tebu ambarketawang gamping  pasar sapi gamping  gardu pandang kaliurang  nawang jagad kaliurang  rest area ketep magelang  simpang pb vi selo boyolali ngestijogja,gardu pandang kaliurang,-7.593007,110.424993,dinpar diy 2023,merapi dari beberapa sisi  srunen  grojogan watu purbo  jurang jero  spot timbangan tebu ambarketawang gamping  pasar sapi gamping  gardu pandang kaliurang  nawang jagad kaliurang  rest area ketep magelang  simpang pb vi selo boyolali ngestijogja,merapi beberapa sisi  srunen  grojogan watu purbo  jurang jero  spot timbangan tebu ambarketawang gamping  pasar sapi gamping  gardu pandang kaliurang  nawang jagad kaliurang  rest area ketep magelang  simpang pb vi selo boyolali ngestijogja,"['merapi', 'beberapa', 'sisi', 'srunen', 'grojogan', 'watu', 'purbo', 'jurang', 'jero', 'spot', 'timbangan', 'tebu', 'ambarketawang', 'gamping', 'pasar', 'sapi', 'gamping', 'gardu', 'pandang', 'kaliurang', 'nawang', 'jagad', 'kaliurang', 'rest', 'area', 'ketep', 'magelang', 'simpang', 'pb', 'vi', 'selo', 'boyolali', 'ngestijogja']",merapi beberapa sisi srunen grojogan watu purbo jurang jero spot timbang tebu ambarketawang gamping pasar sapi gamping gardu pandang kaliurang nawang jagad kaliurang rest area ketep magelang simpang pb vi selo boyolali ngestijogja,Merapi from several sides of Sruneten Grojogan Watu Purbo Jurang Jurang Jurang SPOT SCOGEN SCHOOL AMBARKAWANG GAMPITAH GAMPING PARKUMAN GARDU GARDU KALIUNGA NAWANG Kaliurang Rest Areas Ketep Magelang Simpang PB VI Selo Boyolali Ngestijogja,0,netral
