created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,eval
Thu Nov 16 04:34:36 +0000 2023,Kalian tau nggak kalo tugu jogja itu awalnya berbentuk silinder? Dibalik perubahannya tersebut ada asal usul dan sejarahnya Ikuti link di bio biar tambah tau https://t.co/u8rNpBCyIB,https://pbs.twimg.com/media/F_B22WZbEAAOYQi.jpg,in,,oytesarpined,kalian tau nggak kalo tugu jogja itu awalnya berbentuk silinder? dibalik perubahannya tersebut ada asal usul dan sejarahnya ikuti link di bio biar tambah tau https://t.co/u8rnpbcyib,kalian tau nggak kalo tugu jogja itu awalnya berbentuk silinder dibalik perubahannya tersebut ada asal usul dan sejarahnya ikuti link di bio biar tambah tau,tugu jogja,-7.782922,110.367076,visit jogja,kalian tau nggak kalo tugu jogja itu awalnya berbentuk silinder dibalik perubahannya tersebut ada asal usul dan sejarahnya ikuti link di bio biar tambah tau,kalian tau kalo tugu jogja awalnya berbentuk silinder dibalik perubahannya tersebut asal usul sejarahnya ikuti link bio biar tambah tau,"['kalian', 'tau', 'kalo', 'tugu', 'jogja', 'awalnya', 'berbentuk', 'silinder', 'dibalik', 'perubahannya', 'tersebut', 'asal', 'usul', 'sejarahnya', 'ikuti', 'link', 'bio', 'biar', 'tambah', 'tau']",kalian tau kalo tugu jogja awal bentuk silinder balik ubah sebut asal usul sejarah ikut link bio biar tambah tau,You know that the Jogja monument was originally a cylinder behind the changes there was the origin and history follow the link in the bio so that it was more,0,netral,netral
Wed Jan 18 02:56:44 +0000 2023,@el_saintx @CNNIndonesia Buat apa jalan tol masuk jogja???? Orang yg lewat tol kan y gak bakalan mampir jajan gudeg gejayan mampir bukit bintang makan jagung. Mereka vm lewat dowang. Gk kasih apa2. Jalan tol kan dibuat biar memangkas waktu perjalanan.,,in,"Kulon Progo, Yogyakarta",vector_victory,@el_saintx @cnnindonesia buat apa jalan tol masuk jogja???? orang yg lewat tol kan y gak bakalan mampir jajan gudeg gejayan mampir bukit bintang makan jagung. mereka vm lewat dowang. gk kasih apa2. jalan tol kan dibuat biar memangkas waktu perjalanan.,saintx  buat apa jalan tol masuk jogja orang yg lewat tol kan y gak bakalan mampir jajan gudeg gejayan mampir bukit bintang makan jagung mereka vm lewat dowang gk kasih apa jalan tol kan dibuat biar memangkas waktu perjalanan,bukit bintang,-7.845841,110.479846,visit jogja,saintx  buat apa jalan tol masuk jogja orang yang lewat tol kan y gak bakalan mampir jajan gudeg gejayan mampir bukit bintang makan jagung mereka vm lewat dowang gk kasih apa jalan tol kan dibuat biar memangkas waktu perjalanan,saintx  buat apa jalan tol masuk jogja orang lewat tol kan y gak bakalan mampir jajan gudeg gejayan mampir bukit bintang makan jagung vm lewat dowang gk kasih apa jalan tol kan dibuat biar memangkas waktu perjalanan,"['saintx', 'buat', 'apa', 'jalan', 'tol', 'masuk', 'jogja', 'orang', 'lewat', 'tol', 'kan', 'y', 'gak', 'bakalan', 'mampir', 'jajan', 'gudeg', 'gejayan', 'mampir', 'bukit', 'bintang', 'makan', 'jagung', 'vm', 'lewat', 'dowang', 'gk', 'kasih', 'apa', 'jalan', 'tol', 'kan', 'dibuat', 'biar', 'memangkas', 'waktu', 'perjalanan']",saintx buat apa jalan tol masuk jogja orang lewat tol kan y gak bakal mampir jajan gudeg gejayan mampir bukit bintang makan jagung vm lewat dowang gk kasih apa jalan tol kan buat biar mangkas waktu jalan,Saintx for what toll roads enter Jogja people who pass the toll road will not stop by the Gudeg Gejayan snack to stop by Bukit Bintang Eating Corn VM via Dowang GK gives what toll roads are made so that they can cut the time of travel,-0.3425,negatif,negatif
Wed Nov 08 11:12:35 +0000 2023,Memasuki Musim Penghujan Warga Lereng Gunung Merapi Diminta Waspada Lahar Hujan https://t.co/6mLz063I2a #beritajogja #jogja #jogjaistimewa https://t.co/RgfnHKjrYb,https://pbs.twimg.com/media/F-aFU1Ja0AA-3qT.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,memasuki musim penghujan warga lereng gunung merapi diminta waspada lahar hujan https://t.co/6mlz063i2a #beritajogja #jogja #jogjaistimewa https://t.co/rgfnhkjryb,memasuki musim penghujan warga lereng gunung merapi diminta waspada lahar hujan,gunung merapi,-7.540716,110.445723,visit jogja,memasuki musim penghujan warga lereng gunung merapi diminta waspada lahar hujan,memasuki musim penghujan warga lereng gunung merapi diminta waspada lahar hujan,"['memasuki', 'musim', 'penghujan', 'warga', 'lereng', 'gunung', 'merapi', 'diminta', 'waspada', 'lahar', 'hujan']",pasuk musim hujan warga lereng gunung merapi minta waspada lahar hujan,Entering the rainy season residents of the slopes of Mount Merapi are asked to be alert to the rain lava,0.2263,positif,netral
Wed Jun 28 16:31:32 +0000 2023,Hiseng ngayuh ojek dari pantai Parangtritis ke pasar Birmingham Jogja cuma karena kepengen makan gethuk dan ongol-ongol viral milik Nyi Blorong. @SaviorJAEYUN,,in,,Duciles,hiseng ngayuh ojek dari pantai parangtritis ke pasar birmingham jogja cuma karena kepengen makan gethuk dan ongol-ongol viral milik nyi blorong. @saviorjaeyun,hiseng ngayuh ojek dari pantai parangtritis ke pasar birmingham jogja cuma karena kepengen makan gethuk dan ongolongol viral milik nyi blorong,pantai parangtritis,-8.024608,110.329804,visit jogja,hiseng ngayuh ojek dari pantai parangtritis ke pasar birmingham jogja cuma karena kepengen makan gethuk dan ongolongol viral milik nyi blorong,hiseng ngayuh ojek pantai parangtritis pasar birmingham jogja cuma kepengen makan gethuk ongolongol viral milik nyi blorong,"['hiseng', 'ngayuh', 'ojek', 'pantai', 'parangtritis', 'pasar', 'birmingham', 'jogja', 'cuma', 'kepengen', 'makan', 'gethuk', 'ongolongol', 'viral', 'milik', 'nyi', 'blorong']",hiseng ngayuh ojek pantai parangtritis pasar birmingham jogja cuma ken makan gethuk ongolongol viral milik nyi blorong,Hiseng was drawn from the beach of the beach to the Birmingham Jogja Market only because of the tendency to eat the gethuk and the viral ones that belong to NYI Blorong,0,netral,positif
Wed May 10 11:39:14 +0000 2023,Wisata Museum Affandi Yogyakarta [Wisata Jogja] - https://t.co/NZs20eQsQw https://t.co/ZnP8yqnTyT,https://pbs.twimg.com/media/Fvw6EuAaIAIgzIn.jpg,in,catperku@gmail.com,catperku,wisata museum affandi yogyakarta [wisata jogja] - https://t.co/nzs20eqsqw https://t.co/znp8yqntyt,wisata museum affandi yogyakarta wisata jogja,museum affandi,-7.782713,110.396397,visit jogja,wisata museum affandi yogyakarta wisata jogja,wisata museum affandi yogyakarta wisata jogja,"['wisata', 'museum', 'affandi', 'yogyakarta', 'wisata', 'jogja']",wisata museum affandi yogyakarta wisata jogja,Affandi Yogyakarta Museum Tourism Jogja Tourism,0,netral,netral
Tue Apr 25 13:33:51 +0000 2023,Buat #JourneyPeople yang pernah ke Jogja mungkin udah pernah main ke Museum Ullen Sentalu. Dan ga akan lupa itu mah. Suasananya gotik banget shay~ https://t.co/HqRet5dVrl,https://pbs.twimg.com/media/FukEc3UaAAE8tLh.jpg,in,,injourneyID,buat #journeypeople yang pernah ke jogja mungkin udah pernah main ke museum ullen sentalu. dan ga akan lupa itu mah. suasananya gotik banget shay~ https://t.co/hqret5dvrl,buat  yang pernah ke jogja mungkin udah pernah main ke museum ullen sentalu dan ga akan lupa itu mah suasananya gotik banget shay,ullen sentalu,-7.598216,110.422847,dinpar diy 2023,buat  yang pernah ke jogja mungkin udah pernah main ke museum ullen sentalu dan ga akan lupa itu mah suasananya gotik banget shay,buat  pernah jogja mungkin udah pernah main museum ullen sentalu ga lupa mah suasananya gotik banget shay,"['buat', 'pernah', 'jogja', 'mungkin', 'udah', 'pernah', 'main', 'museum', 'ullen', 'sentalu', 'ga', 'lupa', 'mah', 'suasananya', 'gotik', 'banget', 'shay']",buat pernah jogja mungkin udah pernah main museum ullen sentalu ga lupa mah suasana gotik banget shay,"For those who have been to Jogja, they might have played at the Ullen Sentalu Museum and will not forget that the atmosphere is really Gothic Shay",0.4707,positif,positif
Sat Nov 11 06:32:43 +0000 2023,@SiaranBolaLive TC ki neng Jogja . butuh pepanas = gumuk pasir butuh terjangan ombak = pantai parangtritis butuh naik turun = kaliurang butuh latihan mental = jakal butuh ketenangan = hutan pinus mangunan butuh lapangan = JIS maguwo mandala sultan agung uny ugm.,,in,yogyakarta,adrianvalendra,@siaranbolalive tc ki neng jogja . butuh pepanas = gumuk pasir butuh terjangan ombak = pantai parangtritis butuh naik turun = kaliurang butuh latihan mental = jakal butuh ketenangan = hutan pinus mangunan butuh lapangan = jis maguwo mandala sultan agung uny ugm.,tc ki neng jogja  butuh pepanas  gumuk pasir butuh terjangan ombak  pantai parangtritis butuh naik turun  kaliurang butuh latihan mental  jakal butuh ketenangan  hutan pinus mangunan butuh lapangan  jis maguwo mandala sultan agung uny ugm,pantai parangtritis,-8.024608,110.329804,visit jogja,tc ki neng jogja  butuh pepanas  gumuk pasir butuh terjangan ombak  pantai parangtritis butuh naik turun  kaliurang butuh latihan mental  jakal butuh ketenangan  hutan pinus mangunan butuh lapangan  jis maguwo mandala sultan agung uny ugm,tc ki neng jogja  butuh pepanas  gumuk pasir butuh terjangan ombak  pantai parangtritis butuh naik turun  kaliurang butuh latihan mental  jakal butuh ketenangan  hutan pinus mangunan butuh lapangan  jis maguwo mandala sultan agung uny ugm,"['tc', 'ki', 'neng', 'jogja', 'butuh', 'pepanas', 'gumuk', 'pasir', 'butuh', 'terjangan', 'ombak', 'pantai', 'parangtritis', 'butuh', 'naik', 'turun', 'kaliurang', 'butuh', 'latihan', 'mental', 'jakal', 'butuh', 'ketenangan', 'hutan', 'pinus', 'mangunan', 'butuh', 'lapangan', 'jis', 'maguwo', 'mandala', 'sultan', 'agung', 'uny', 'ugm']",tc ki neng jogja butuh panas gumuk pasir butuh terjang ombak pantai parangtritis butuh naik turun kaliurang butuh latih mental jakal butuh tenang hutan pinus mangun butuh lapang jis maguwo mandala sultan agung uny ugm,TC Ki Neng Jogja Needs Pepanas Sand Gumuk Needs to Brush the Waves of Parangtritis Beach Need to Up and down Kaliurang Need Mental Training Jakal Needs Peace of the Mangunan Pine Forest Needs Jis Maguwo Mandala Sultan Agung Field Uny Ugm,0.5423,positif,netral
Mon May 29 15:59:22 +0000 2023,DIY Harap Desa Wisata Wukirsari Tambah Daya Tarik Pariwisata #DesaWisataWukirsari #PariwisataDIY #Wukirsari https://t.co/7xmMqgpgRB,,in,Yogyakarta,republikajogja,diy harap desa wisata wukirsari tambah daya tarik pariwisata #desawisatawukirsari #pariwisatadiy #wukirsari https://t.co/7xmmqgpgrb,diy harap desa wisata wukirsari tambah daya tarik pariwisata,desa wisata wukirsari,-7.906897,110.414292,visit jogja,diy harap desa wisata wukirsari tambah daya tarik pariwisata,diy harap desa wisata wukirsari tambah daya tarik pariwisata,"['diy', 'harap', 'desa', 'wisata', 'wukirsari', 'tambah', 'daya', 'tarik', 'pariwisata']",diy harap desa wisata wukirsari tambah daya tarik pariwisata,DIY hopes that Wukirsari Tourism Village will add tourism appeal,0.4215,positif,positif
Sun Jul 23 09:52:38 +0000 2023,Patroli antisipasi Gangguan Kamtibmas dipimpin Aiptu Giyanto strong point' di obyek wisata Jogja Exotarium Sendangadi Mlati Sleman. Kegiatan dilaksanakan untuk ciptakan lingkungan aman dan kondusif. #polripresisi #polsekmlati #polrestasleman #poldajogja #patrolijogja https://t.co/OTosjG8O4H,https://pbs.twimg.com/media/F1tnUdBaQAMbPuS.jpg,in,"Mlati, Indonesia",PolsekMlati,patroli antisipasi gangguan kamtibmas dipimpin aiptu giyanto strong point' di obyek wisata jogja exotarium sendangadi mlati sleman. kegiatan dilaksanakan untuk ciptakan lingkungan aman dan kondusif. #polripresisi #polsekmlati #polrestasleman #poldajogja #patrolijogja https://t.co/otosjg8o4h,patroli antisipasi gangguan kamtibmas dipimpin aiptu giyanto strong point di obyek wisata jogja exotarium sendangadi mlati sleman kegiatan dilaksanakan untuk ciptakan lingkungan aman dan kondusif,exotarium,-7.728865,110.35849,dinpar diy 2023,patroli antisipasi gangguan kamtibmas dipimpin aiptu giyanto strong point di obyek wisata jogja exotarium sendangadi mlati sleman kegiatan dilaksanakan untuk ciptakan lingkungan aman dan kondusif,patroli antisipasi gangguan kamtibmas dipimpin aiptu giyanto strong point obyek wisata jogja exotarium sendangadi mlati sleman kegiatan dilaksanakan ciptakan lingkungan aman kondusif,"['patroli', 'antisipasi', 'gangguan', 'kamtibmas', 'dipimpin', 'aiptu', 'giyanto', 'strong', 'point', 'obyek', 'wisata', 'jogja', 'exotarium', 'sendangadi', 'mlati', 'sleman', 'kegiatan', 'dilaksanakan', 'ciptakan', 'lingkungan', 'aman', 'kondusif']",patroli antisipasi ganggu kamtibmas pimpin aiptu giyanto strong point obyek wisata jogja exotarium sendangadi mlati sleman giat laksana cipta lingkung aman kondusif,Patrol Anticipating Kamtibmas Disorders Led by Aiptu Giyanto Strong Point in Jogja Exotarium Sendangadi Mlati Sleman Tourism Objects The activity is carried out to create a safe and conducive environment,0.8074,positif,positif
Sat Jun 17 16:43:30 +0000 2023,@nasheena01 Kalau di jogja org keraton biasanya ke pantai parangtritis sama parang kusumo,,in,,xxby_Rubyy,@nasheena01 kalau di jogja org keraton biasanya ke pantai parangtritis sama parang kusumo,kalau di jogja org keraton biasanya ke pantai parangtritis sama parang kusumo,pantai parangtritis,-8.024608,110.329804,visit jogja,kalau di jogja org keraton biasanya ke pantai parangtritis sama parang kusumo,kalau jogja org keraton biasanya pantai parangtritis sama parang kusumo,"['kalau', 'jogja', 'org', 'keraton', 'biasanya', 'pantai', 'parangtritis', 'sama', 'parang', 'kusumo']",kalau jogja org keraton biasa pantai parangtritis sama parang sumo,"If in Jogja, the palace is usually to Parangtritis beach and Kusumo machete",0,netral,netral
Thu Apr 20 03:56:14 +0000 2023,Pantai Nglambor merupakan salah satu objek wisata pantai yang berada di Kabupaten Gunung Kidul Daerah Istimewa Yogyakarta. #pantai #Jogja #zcreators https://t.co/3bdgrzjHqK,,in,Jakarta,indozonemedia,pantai nglambor merupakan salah satu objek wisata pantai yang berada di kabupaten gunung kidul daerah istimewa yogyakarta. #pantai #jogja #zcreators https://t.co/3bdgrzjhqk,pantai nglambor merupakan salah satu objek wisata pantai yang berada di kabupaten gunung kidul daerah istimewa yogyakarta,pantai nglambor,-8.182703,110.67924,visit jogja,pantai nglambor merupakan salah satu objek wisata pantai yang berada di kabupaten gunung kidul daerah istimewa yogyakarta,pantai nglambor merupakan salah satu objek wisata pantai berada kabupaten gunung kidul daerah istimewa yogyakarta,"['pantai', 'nglambor', 'merupakan', 'salah', 'satu', 'objek', 'wisata', 'pantai', 'berada', 'kabupaten', 'gunung', 'kidul', 'daerah', 'istimewa', 'yogyakarta']",pantai nglambor rupa salah satu objek wisata pantai ada kabupaten gunung kidul daerah istimewa yogyakarta,"Nglambor Beach is one of the beach attractions located in Gunung Kidul Regency, Yogyakarta Special Region",0.6705,positif,netral
Tue Jan 10 05:59:59 +0000 2023,Berkunjung ke Yogyakarta belum lengkap kalau belum belanja oleh-oleh khas Jogja di Teras Malioboro. Lokasinya di sebelah barat Pasar Beringharjo kamu bisa berfoto di spot-spot menarik disini. Yuk agendakan ke Teras Malioboro 1 #UKMNaikKelas #TerasMalioboro #Jogja https://t.co/4WcNvf0QFI,https://pbs.twimg.com/ext_tw_video_thumb/1612689729765638152/pu/img/-Etw-ZQ4vuzvs7i_.jpg,in,"Malioboro, Yogyakarta",terasmalioboro_,berkunjung ke yogyakarta belum lengkap kalau belum belanja oleh-oleh khas jogja di teras malioboro. lokasinya di sebelah barat pasar beringharjo kamu bisa berfoto di spot-spot menarik disini. yuk agendakan ke teras malioboro 1 #ukmnaikkelas #terasmalioboro #jogja https://t.co/4wcnvf0qfi,berkunjung ke yogyakarta belum lengkap kalau belum belanja oleholeh khas jogja di teras malioboro lokasinya di sebelah barat pasar beringharjo kamu bisa berfoto di spotspot menarik disini yuk agendakan ke teras malioboro,malioboro,-7.792646,110.365871,dinpar diy 2023,berkunjung ke yogyakarta belum lengkap kalau belum belanja oleholeh khas jogja di teras malioboro lokasinya di sebelah barat pasar beringharjo kamu bisa berfoto di spotspot menarik disini yuk agendakan ke teras malioboro,berkunjung yogyakarta lengkap kalau belanja oleholeh khas jogja teras malioboro lokasinya sebelah barat pasar beringharjo kamu berfoto spotspot menarik disini yuk agendakan teras malioboro,"['berkunjung', 'yogyakarta', 'lengkap', 'kalau', 'belanja', 'oleholeh', 'khas', 'jogja', 'teras', 'malioboro', 'lokasinya', 'sebelah', 'barat', 'pasar', 'beringharjo', 'kamu', 'berfoto', 'spotspot', 'menarik', 'disini', 'yuk', 'agendakan', 'teras', 'malioboro']",kunjung yogyakarta lengkap kalau belanja oleholeh khas jogja teras malioboro lokasi belah barat pasar beringharjo kamu foto spotspot tarik sini yuk agenda teras malioboro,"Visiting Yogyakarta is incomplete if you haven't shopped by Jogja typical of Jogja on the terrace of Malioboro, its location to the west of the Beringharjo market you can take pictures in an interesting spotspot here, let's schedule it to the terrace of Malioboro",0.4019,positif,positif
Mon Mar 13 13:31:47 +0000 2023,@callme_moya @Muhammad3064041 @recehtapisayng Kalau liburan jelas jogja mbak. Bandung mau liat apa juga gak tau saya. Kalau jogja enak nginep di malioboro. Mau pagi siang sore malem rame terus..terus dkt sama tempatÃƒâ€šÃ‚Â² wisata lain juga. Nuansanya ga bakal ditemuin di kotaÃƒâ€šÃ‚Â² lain lah pokoknya.,,in,,Anam010991,@callme_moya @muhammad3064041 @recehtapisayng kalau liburan jelas jogja mbak. bandung mau liat apa juga gak tau saya. kalau jogja enak nginep di malioboro. mau pagi siang sore malem rame terus..terus dkt sama tempatÃƒâ€šÃ‚Â² wisata lain juga. nuansanya ga bakal ditemuin di kotaÃƒâ€šÃ‚Â² lain lah pokoknya.,moya   kalau liburan jelas jogja mbak bandung mau liat apa juga gak tau saya kalau jogja enak nginep di malioboro mau pagi siang sore malem rame terusterus dkt sama tempat wisata lain juga nuansanya ga bakal ditemuin di kota lain lah pokoknya,malioboro,-7.792646,110.365871,dinpar diy 2023,moya   kalau liburan jelas jogja mbak bandung mau liat apa juga gak tau saya kalau jogja enak nginep di malioboro mau pagi siang sore malem rame terusterus dkt sama tempat wisata lain juga nuansanya ga bakal ditemuin di kota lain lah pokoknya,moya   kalau liburan jelas jogja mbak bandung mau liat apa gak tau kalau jogja enak nginep malioboro mau pagi siang sore malem rame terusterus dkt sama tempat wisata juga nuansanya ga bakal ditemuin kota lah pokoknya,"['moya', 'kalau', 'liburan', 'jelas', 'jogja', 'mbak', 'bandung', 'mau', 'liat', 'apa', 'gak', 'tau', 'kalau', 'jogja', 'enak', 'nginep', 'malioboro', 'mau', 'pagi', 'siang', 'sore', 'malem', 'rame', 'terusterus', 'dkt', 'sama', 'tempat', 'wisata', 'juga', 'nuansanya', 'ga', 'bakal', 'ditemuin', 'kota', 'lah', 'pokoknya']",moya kalau libur jelas jogja mbak bandung mau liat apa gak tau kalau jogja enak nginep malioboro mau pagi siang sore malem rame terusterus dkt sama tempat wisata juga nuansa ga bakal ditemuin kota lah pokok,Moya if I do not know if I do not know if jogja is good at malioboro mornings after the afternoon malem rame and the same place as well as the nuans will not be found in another city.,0.6124,positif,positif
